[17:12:30] [main/INFO]: ModLauncher running: args [--username, ZanderOfficial, --version, forge-47.3.10, --gameDir, C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack, --assetsDir, C:\Users\imthe\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, 22726749441b44ac97f051a3eda4fe27, --accessToken, ????????, --clientId, Y2I4OTkxNmMtNmFlMy00YTkwLWIyY2MtYjUzNzM2MzZmNzdh, --xuid, 2535444165020777, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\imthe\curseforge\minecraft\Install\quickPlay\java\1739398348114.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.10, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[17:12:30] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 11 arch amd64 version 10.0
[17:12:31] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[17:12:31] [main/INFO]: Trying GL version 4.6
[17:12:31] [main/INFO]: Requested GL version 4.6 got version 4.6
[17:12:31] [main/INFO]: Mixin Transmogrifier is definitely up to no good...
[17:12:31] [main/INFO]: crimes against java were committed
[17:12:31] [main/INFO]: Original mixin transformation service successfully crobbed by mixin-transmogrifier!
[17:12:32] [main/INFO]: Launching CrashAssistantApp
[17:12:32] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/imthe/curseforge/minecraft/Instances/SpotsyltuckyPack/mods/Connector-1.0.0-beta.46+1.20.1.jar%23376%23381!/ Service=ModLauncher Env=CLIENT
[17:12:32] [main/INFO]: Found mod file Connector-1.0.0-beta.46+1.20.1-mod.jar of type MOD with provider org.sinytra.connector.locator.ConnectorEarlyLocator@53ac845a
[17:12:32] [pool-2-thread-1/INFO]: GL info: NVIDIA GeForce RTX 4060 Ti/PCIe/SSE2 GL version 4.6.0 NVIDIA 572.16, NVIDIA Corporation
[17:12:48] [main/INFO]: Setting new option: hideLightningFlashes:false
[17:12:48] [main/INFO]: Setting new option: mouseSensitivity:0.5
[17:12:48] [main/INFO]: Setting new option: fov:0.0
[17:12:48] [main/INFO]: Setting new option: screenEffectScale:1.0
[17:12:48] [main/INFO]: Setting new option: fovEffectScale:1.0
[17:12:48] [main/INFO]: Setting new option: darknessEffectScale:1.0
[17:12:48] [main/INFO]: Setting new option: glintSpeed:0.5
[17:12:48] [main/INFO]: Setting new option: glintStrength:0.75
[17:12:48] [main/INFO]: Setting new option: damageTiltStrength:1.0
[17:12:48] [main/INFO]: Setting new option: highContrast:false
[17:12:48] [main/INFO]: Setting new option: gamma:1.0
[17:12:48] [main/INFO]: Setting new option: renderDistance:12
[17:12:48] [main/INFO]: Setting new option: simulationDistance:12
[17:12:48] [main/INFO]: Setting new option: entityDistanceScaling:1.0
[17:12:48] [main/INFO]: Setting new option: guiScale:0
[17:12:48] [main/INFO]: Setting new option: particles:0
[17:12:48] [main/INFO]: Setting new option: maxFps:260
[17:12:48] [main/INFO]: Setting new option: graphicsMode:1
[17:12:48] [main/INFO]: Setting new option: ao:true
[17:12:48] [main/INFO]: Setting new option: prioritizeChunkUpdates:0
[17:12:48] [main/INFO]: Setting new option: biomeBlendRadius:2
[17:12:48] [main/INFO]: Setting new option: renderClouds:"true"
[17:12:48] [main/INFO]: Setting new option: resourcePacks:["vanilla","mod_resources","file/good_sounds_for_diesel_generators_1.20.1.zip","file/Created  Updated v0.1.zip","file/CU - 3d Wrench.zip","file/Create New Age Retexture 0.2.zip","file/Copper+Color+Fix+3.1.zip","file/Better tom\u0027s create storage 1.1.zip","file/Create Immersive Aircrafts Resource Pack 1.20.1 - 2.0.zip","file/Create Simple Storage 2.1.zip","file/PlainTextDreamDesires.zip","file/SRU_1-3.zip","file/Create_Style_Hopper_24_5_29.zip","file/Create_FTBQuests.zip","file/AOC Resources.zip","Moonlight Mods Dynamic Assets","fabric","file/Stay_True_1.20.zip","file/NoBushyLeaves.zip","file/Fancy, GUI Overhaul v0.1.2.8.zip","file/createUIv2.zip","file/Icon Xaero\u0027s 1.2 HF.zip","create_questing"]
[17:12:48] [main/INFO]: Setting new option: incompatibleResourcePacks:[]
[17:12:48] [main/INFO]: Setting new option: lastServer:
[17:12:48] [main/INFO]: Setting new option: lang:en_us
[17:12:48] [main/INFO]: Setting new option: soundDevice:""
[17:12:48] [main/INFO]: Setting new option: chatVisibility:0
[17:12:48] [main/INFO]: Setting new option: chatOpacity:1.0
[17:12:48] [main/INFO]: Setting new option: chatLineSpacing:0.0
[17:12:48] [main/INFO]: Setting new option: textBackgroundOpacity:0.5
[17:12:48] [main/INFO]: Setting new option: backgroundForChatOnly:true
[17:12:48] [main/INFO]: Setting new option: hideServerAddress:false
[17:12:48] [main/INFO]: Setting new option: advancedItemTooltips:false
[17:12:48] [main/INFO]: Setting new option: pauseOnLostFocus:true
[17:12:48] [main/INFO]: Setting new option: overrideWidth:0
[17:12:48] [main/INFO]: Setting new option: overrideHeight:0
[17:12:48] [main/INFO]: Setting new option: chatHeightFocused:1.0
[17:12:48] [main/INFO]: Setting new option: chatDelay:0.0
[17:12:48] [main/INFO]: Setting new option: chatHeightUnfocused:0.4375
[17:12:48] [main/INFO]: Setting new option: chatScale:1.0
[17:12:48] [main/INFO]: Setting new option: chatWidth:1.0
[17:12:48] [main/INFO]: Setting new option: notificationDisplayTime:1.0
[17:12:48] [main/INFO]: Setting new option: mipmapLevels:4
[17:12:48] [main/INFO]: Setting new option: useNativeTransport:true
[17:12:48] [main/INFO]: Setting new option: mainHand:"right"
[17:12:48] [main/INFO]: Setting new option: attackIndicator:1
[17:12:48] [main/INFO]: Setting new option: narrator:0
[17:12:48] [main/INFO]: Setting new option: tutorialStep:none
[17:12:48] [main/INFO]: Setting new option: mouseWheelSensitivity:1.0
[17:12:48] [main/INFO]: Setting new option: rawMouseInput:true
[17:12:48] [main/INFO]: Setting new option: glDebugVerbosity:1
[17:12:48] [main/INFO]: Setting new option: skipMultiplayerWarning:false
[17:12:48] [main/INFO]: Setting new option: skipRealms32bitWarning:false
[17:12:48] [main/INFO]: Setting new option: hideMatchedNames:true
[17:12:48] [main/INFO]: Setting new option: joinedFirstServer:true
[17:12:48] [main/INFO]: Setting new option: hideBundleTutorial:false
[17:12:48] [main/INFO]: Setting new option: syncChunkWrites:true
[17:12:48] [main/INFO]: Setting new option: showAutosaveIndicator:true
[17:12:48] [main/INFO]: Setting new option: allowServerListing:true
[17:12:48] [main/INFO]: Setting new option: onlyShowSecureChat:false
[17:12:48] [main/INFO]: Setting new option: panoramaScrollSpeed:1.0
[17:12:48] [main/INFO]: Setting new option: telemetryOptInExtra:false
[17:12:48] [main/INFO]: Setting new option: onboardAccessibility:false
[17:12:48] [main/INFO]: Setting new option: key_key.attack:key.mouse.left
[17:12:48] [main/INFO]: Setting new option: key_key.use:key.mouse.right
[17:12:48] [main/INFO]: Setting new option: key_key.forward:key.keyboard.w
[17:12:48] [main/INFO]: Setting new option: key_key.left:key.keyboard.a
[17:12:48] [main/INFO]: Setting new option: key_key.back:key.keyboard.s
[17:12:48] [main/INFO]: Setting new option: key_key.right:key.keyboard.d
[17:12:48] [main/INFO]: Setting new option: key_key.jump:key.keyboard.space
[17:12:48] [main/INFO]: Setting new option: key_key.sneak:key.keyboard.left.shift
[17:12:48] [main/INFO]: Setting new option: key_key.sprint:key.keyboard.left.control
[17:12:48] [main/INFO]: Setting new option: key_key.drop:key.keyboard.q
[17:12:48] [main/INFO]: Setting new option: key_key.inventory:key.keyboard.e
[17:12:48] [main/INFO]: Setting new option: key_key.chat:key.keyboard.t
[17:12:48] [main/INFO]: Setting new option: key_key.playerlist:key.keyboard.tab
[17:12:48] [main/INFO]: Setting new option: key_key.pickItem:key.mouse.middle
[17:12:48] [main/INFO]: Setting new option: key_key.command:key.keyboard.slash
[17:12:48] [main/INFO]: Setting new option: key_key.socialInteractions:key.keyboard.p
[17:12:48] [main/INFO]: Setting new option: key_key.screenshot:key.keyboard.f2
[17:12:48] [main/INFO]: Setting new option: key_key.togglePerspective:key.keyboard.f5
[17:12:48] [main/INFO]: Setting new option: key_key.smoothCamera:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_key.fullscreen:key.keyboard.f11
[17:12:48] [main/INFO]: Setting new option: key_key.spectatorOutlines:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_key.swapOffhand:key.keyboard.f
[17:12:48] [main/INFO]: Setting new option: key_key.saveToolbarActivator:key.keyboard.c
[17:12:48] [main/INFO]: Setting new option: key_key.loadToolbarActivator:key.keyboard.x
[17:12:48] [main/INFO]: Setting new option: key_key.advancements:key.keyboard.l
[17:12:48] [main/INFO]: Setting new option: key_key.hotbar.1:key.keyboard.1
[17:12:48] [main/INFO]: Setting new option: key_key.hotbar.2:key.keyboard.2
[17:12:48] [main/INFO]: Setting new option: key_key.hotbar.3:key.keyboard.3
[17:12:48] [main/INFO]: Setting new option: key_key.hotbar.4:key.keyboard.4
[17:12:48] [main/INFO]: Setting new option: key_key.hotbar.5:key.keyboard.5
[17:12:48] [main/INFO]: Setting new option: key_key.hotbar.6:key.keyboard.6
[17:12:48] [main/INFO]: Setting new option: key_key.hotbar.7:key.keyboard.7
[17:12:48] [main/INFO]: Setting new option: key_key.hotbar.8:key.keyboard.8
[17:12:48] [main/INFO]: Setting new option: key_key.hotbar.9:key.keyboard.9
[17:12:48] [main/INFO]: Setting new option: key_key.estrogen.dash:key.keyboard.x
[17:12:48] [main/INFO]: Setting new option: key_key.modernfix.config:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_key.corpse.death_history:key.keyboard.u
[17:12:48] [main/INFO]: Setting new option: key_key.curios.open.desc:key.keyboard.g
[17:12:48] [main/INFO]: Setting new option: key_iris.keybind.reload:key.keyboard.r
[17:12:48] [main/INFO]: Setting new option: key_iris.keybind.toggleShaders:key.keyboard.k
[17:12:48] [main/INFO]: Setting new option: key_iris.keybind.shaderPackSelection:key.keyboard.o
[17:12:48] [main/INFO]: Setting new option: key_key.toms_storage.open_terminal:key.keyboard.b
[17:12:48] [main/INFO]: Setting new option: key_create_tweaked_controllers.keybind.mouse_focus:key.keyboard.left.alt
[17:12:48] [main/INFO]: Setting new option: key_create_tweaked_controllers.keybind.mouse_reset:key.keyboard.r
[17:12:48] [main/INFO]: Setting new option: key_create_tweaked_controllers.keybind.controller_exit:key.keyboard.tab
[17:12:48] [main/INFO]: Setting new option: key_key.createbigcannons.pitch_mode:key.keyboard.c
[17:12:48] [main/INFO]: Setting new option: key_key.createbigcannons.fire_controlled_cannon:key.mouse.left
[17:12:48] [main/INFO]: Setting new option: key_key.jei.toggleWildcardHideIngredient:key.mouse.right:CONTROL
[17:12:48] [main/INFO]: Setting new option: key_key.jei.closeRecipeGui:key.keyboard.escape
[17:12:48] [main/INFO]: Setting new option: key_key.jei.bookmark:key.keyboard.a
[17:12:48] [main/INFO]: Setting new option: key_key.jei.nextPage:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_key.jei.nextCategory:key.keyboard.page.down:SHIFT
[17:12:48] [main/INFO]: Setting new option: key_key.jei.showUses2:key.mouse.right
[17:12:48] [main/INFO]: Setting new option: key_key.jei.nextRecipePage:key.keyboard.page.down
[17:12:48] [main/INFO]: Setting new option: key_key.jei.copy.recipe.id:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_key.jei.toggleOverlay:key.keyboard.o:CONTROL
[17:12:48] [main/INFO]: Setting new option: key_key.jei.maxTransferRecipeBookmark:key.mouse.left:CONTROL
[17:12:48] [main/INFO]: Setting new option: key_key.jei.toggleBookmarkOverlay:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_key.jei.transferRecipeBookmark:key.mouse.left:SHIFT
[17:12:48] [main/INFO]: Setting new option: key_key.jei.previousRecipePage:key.keyboard.page.up
[17:12:48] [main/INFO]: Setting new option: key_key.jei.toggleEditMode:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_key.jei.focusSearch:key.keyboard.f:CONTROL
[17:12:48] [main/INFO]: Setting new option: key_key.jei.previousCategory:key.keyboard.page.up:SHIFT
[17:12:48] [main/INFO]: Setting new option: key_key.jei.previousSearch:key.keyboard.up
[17:12:48] [main/INFO]: Setting new option: key_key.jei.cheatOneItem2:key.mouse.right
[17:12:48] [main/INFO]: Setting new option: key_key.jei.nextSearch:key.keyboard.down
[17:12:48] [main/INFO]: Setting new option: key_key.jei.clearSearchBar:key.mouse.right
[17:12:48] [main/INFO]: Setting new option: key_key.jei.toggleHideIngredient:key.mouse.left:CONTROL
[17:12:48] [main/INFO]: Setting new option: key_key.jei.cheatItemStack2:key.mouse.middle
[17:12:48] [main/INFO]: Setting new option: key_key.jei.showRecipe2:key.mouse.left
[17:12:48] [main/INFO]: Setting new option: key_key.jei.toggleCheatModeConfigButton:key.mouse.left:CONTROL
[17:12:48] [main/INFO]: Setting new option: key_key.jei.recipeBack:key.keyboard.backspace
[17:12:48] [main/INFO]: Setting new option: key_key.jei.previousPage:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_key.jei.showRecipe:key.keyboard.r
[17:12:48] [main/INFO]: Setting new option: key_key.jei.showUses:key.keyboard.u
[17:12:48] [main/INFO]: Setting new option: key_key.jei.cheatOneItem:key.mouse.left
[17:12:48] [main/INFO]: Setting new option: key_key.jei.cheatItemStack:key.mouse.left:SHIFT
[17:12:48] [main/INFO]: Setting new option: key_key.jei.toggleCheatMode:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_gui.xaero_switch_waypoint_set:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_gui.xaero_instant_waypoint:key.keyboard.keypad.add
[17:12:48] [main/INFO]: Setting new option: key_gui.xaero_toggle_slime:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_gui.xaero_toggle_grid:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_gui.xaero_toggle_waypoints:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_gui.xaero_toggle_map_waypoints:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_gui.xaero_toggle_map:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_gui.xaero_enlarge_map:key.keyboard.z
[17:12:48] [main/INFO]: Setting new option: key_gui.xaero_waypoints_key:key.keyboard.u
[17:12:48] [main/INFO]: Setting new option: key_gui.xaero_zoom_in:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_gui.xaero_zoom_out:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_gui.xaero_new_waypoint:key.keyboard.b
[17:12:48] [main/INFO]: Setting new option: key_gui.xaero_display_all_sets:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_gui.xaero_toggle_light_overlay:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_gui.xaero_toggle_entity_radar:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_gui.xaero_reverse_entity_radar:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_gui.xaero_toggle_manual_cave_mode:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_gui.xaero_alternative_list_players:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_gui.xaero_toggle_tracked_players_on_map:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_gui.xaero_toggle_tracked_players_in_world:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_gui.xaero_toggle_pac_chunk_claims:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_gui.xaero_minimap_settings:key.keyboard.y
[17:12:48] [main/INFO]: Setting new option: key_key.immersive_aircraft.fallback_control_left:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_key.immersive_aircraft.fallback_control_right:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_key.immersive_aircraft.fallback_control_forward:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_key.immersive_aircraft.fallback_control_backward:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_key.immersive_aircraft.fallback_control_up:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_key.immersive_aircraft.fallback_control_down:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_key.immersive_aircraft.fallback_control_pull:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_key.immersive_aircraft.fallback_control_push:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_key.immersive_aircraft.fallback_use:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_key.immersive_aircraft.dismount:key.keyboard.r
[17:12:48] [main/INFO]: Setting new option: key_key.immersive_aircraft.boost:key.keyboard.b
[17:12:48] [main/INFO]: Setting new option: key_gui.xaero_open_map:key.keyboard.m
[17:12:48] [main/INFO]: Setting new option: key_gui.xaero_open_settings:key.keyboard.right.bracket
[17:12:48] [main/INFO]: Setting new option: key_gui.xaero_map_zoom_in:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_gui.xaero_map_zoom_out:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_gui.xaero_quick_confirm:key.keyboard.right.shift
[17:12:48] [main/INFO]: Setting new option: key_gui.xaero_toggle_dimension:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_placebo.toggleTrails:key.keyboard.keypad.9
[17:12:48] [main/INFO]: Setting new option: key_placebo.toggleWings:key.keyboard.keypad.8
[17:12:48] [main/INFO]: Setting new option: key_keybind.sophisticatedbackpacks.open_backpack:key.keyboard.b
[17:12:48] [main/INFO]: Setting new option: key_keybind.sophisticatedbackpacks.inventory_interaction:key.keyboard.c
[17:12:48] [main/INFO]: Setting new option: key_keybind.sophisticatedbackpacks.tool_swap:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_keybind.sophisticatedbackpacks.sort:key.mouse.middle
[17:12:48] [main/INFO]: Setting new option: key_keybind.sophisticatedbackpacks.toggle_upgrade_5:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_keybind.sophisticatedbackpacks.toggle_upgrade_4:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_keybind.sophisticatedbackpacks.toggle_upgrade_3:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_keybind.sophisticatedbackpacks.toggle_upgrade_2:key.keyboard.x:ALT
[17:12:48] [main/INFO]: Setting new option: key_keybind.sophisticatedbackpacks.toggle_upgrade_1:key.keyboard.z:ALT
[17:12:48] [main/INFO]: Setting new option: key_railways.keyinfo.bogey_menu:key.keyboard.left.alt
[17:12:48] [main/INFO]: Setting new option: key_railways.keyinfo.cycle_menu:key.keyboard.left.alt
[17:12:48] [main/INFO]: Setting new option: key_key.cataclysm.ability:key.keyboard.x
[17:12:48] [main/INFO]: Setting new option: key_key.cataclysm.helmet_ability:key.keyboard.c
[17:12:48] [main/INFO]: Setting new option: key_key.cataclysm.chestplate_ability:key.keyboard.y
[17:12:48] [main/INFO]: Setting new option: key_key.cataclysm.boots_ability:key.keyboard.v
[17:12:48] [main/INFO]: Setting new option: key_keyinfo.copycats.fill_copycat:key.keyboard.left.alt
[17:12:48] [main/INFO]: Setting new option: key_create.keyinfo.toolmenu:key.keyboard.left.alt
[17:12:48] [main/INFO]: Setting new option: key_create.keyinfo.toolbelt:key.keyboard.left.alt
[17:12:48] [main/INFO]: Setting new option: key_create.keyinfo.ponder:key.keyboard.w
[17:12:48] [main/INFO]: Setting new option: key_Enable Information:key.keyboard.o
[17:12:48] [main/INFO]: Setting new option: key_petrolpark.key.tube.build:key.keyboard.enter
[17:12:48] [main/INFO]: Setting new option: key_petrolpark.key.tube.delete_control_point:key.keyboard.backspace
[17:12:48] [main/INFO]: Setting new option: key_petrolpark.key.tube.add_control_point_after:key.keyboard.equal
[17:12:48] [main/INFO]: Setting new option: key_petrolpark.key.tube.add_control_point_before:key.keyboard.minus
[17:12:48] [main/INFO]: Setting new option: key_petrolpark.key.tube.cancel:key.keyboard.x
[17:12:48] [main/INFO]: Setting new option: key_key.toastcontrol.clear:key.keyboard.j
[17:12:48] [main/INFO]: Setting new option: key_key.personality.crawl:key.keyboard.c
[17:12:48] [main/INFO]: Setting new option: key_key.personality.sit:key.keyboard.z
[17:12:48] [main/INFO]: Setting new option: key_key.ftbteams.open_gui:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_key.ftbquests.quests:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_key.jade.config:key.keyboard.keypad.0
[17:12:48] [main/INFO]: Setting new option: key_key.jade.show_overlay:key.keyboard.keypad.1
[17:12:48] [main/INFO]: Setting new option: key_key.jade.toggle_liquid:key.keyboard.keypad.2
[17:12:48] [main/INFO]: Setting new option: key_key.jade.show_recipes:key.keyboard.keypad.3
[17:12:48] [main/INFO]: Setting new option: key_key.jade.show_uses:key.keyboard.keypad.4
[17:12:48] [main/INFO]: Setting new option: key_key.jade.narrate:key.keyboard.keypad.5
[17:12:48] [main/INFO]: Setting new option: key_key.jade.show_details:key.keyboard.left.shift
[17:12:48] [main/INFO]: Setting new option: key_quark.keybind.autorun:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_quark.keybind.back:key.mouse.4
[17:12:48] [main/INFO]: Setting new option: key_quark.keybind.camera_mode:key.keyboard.f12
[17:12:48] [main/INFO]: Setting new option: key_quark.keybind.transfer_insert:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_quark.keybind.transfer_extract:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_quark.keybind.shift_lock:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_quark.emote.no:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_quark.emote.yes:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_quark.emote.wave:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_quark.emote.salute:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_quark.emote.cheer:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_quark.emote.clap:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_quark.emote.think:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_quark.emote.point:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_quark.emote.shrug:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_quark.emote.headbang:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_quark.emote.weep:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_quark.emote.facepalm:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_quark.keybind.patreon_emote.dance:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_quark.keybind.patreon_emote.tpose:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_quark.keybind.patreon_emote.dab:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_quark.keybind.patreon_emote.jet:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_quark.keybind.patreon_emote.exorcist:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_quark.keybind.patreon_emote.zombie:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_quark.keybind.change_hotbar:key.keyboard.z
[17:12:48] [main/INFO]: Setting new option: key_quark.keybind.sort_player:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_quark.keybind.sort_container:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_quark.keybind.lock_rotation:key.keyboard.k
[17:12:48] [main/INFO]: Setting new option: key_quark.keybind.narrator_readout:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_quark.keybind.narrator_full_readout:key.keyboard.unknown
[17:12:48] [main/INFO]: Setting new option: key_quark.keybind.variant_selector:key.keyboard.r
[17:12:48] [main/INFO]: Setting new option: key_supplementaries.keybind.quiver:key.keyboard.v
[17:12:48] [main/INFO]: Setting new option: key_key.create_sa.flying:key.keyboard.space
[17:12:48] [main/INFO]: Setting new option: key_key.create_sa.increase_reach:key.keyboard.up
[17:12:48] [main/INFO]: Setting new option: key_key.create_sa.decrease_reach:key.keyboard.down
[17:12:48] [main/INFO]: Setting new option: key_gui.xaero_pac_key_open_menu:key.keyboard.apostrophe
[17:12:48] [main/INFO]: Setting new option: key_key.createrailwaysnavigator.route_overlay_options:key.keyboard.r
[17:12:48] [main/INFO]: Setting new option: soundCategory_master:1.0
[17:12:48] [main/INFO]: Setting new option: soundCategory_music:0.0
[17:12:48] [main/INFO]: Setting new option: soundCategory_record:1.0
[17:12:48] [main/INFO]: Setting new option: soundCategory_weather:1.0
[17:12:48] [main/INFO]: Setting new option: soundCategory_block:1.0
[17:12:48] [main/INFO]: Setting new option: soundCategory_hostile:1.0
[17:12:48] [main/INFO]: Setting new option: soundCategory_neutral:1.0
[17:12:48] [main/INFO]: Setting new option: soundCategory_player:1.0
[17:12:48] [main/INFO]: Setting new option: soundCategory_ambient:1.0
[17:12:48] [main/INFO]: Setting new option: soundCategory_voice:1.0
[17:12:48] [main/INFO]: Setting new option: modelPart_cape:true
[17:12:48] [main/INFO]: Setting new option: modelPart_jacket:true
[17:12:48] [main/INFO]: Setting new option: modelPart_left_sleeve:true
[17:12:48] [main/INFO]: Setting new option: modelPart_right_sleeve:true
[17:12:48] [main/INFO]: Setting new option: modelPart_left_pants_leg:true
[17:12:48] [main/INFO]: Setting new option: modelPart_right_pants_leg:true
[17:12:48] [main/INFO]: Setting new option: modelPart_hat:true
[17:12:49] [main/INFO]: Successfully made module authlib transformable
[17:12:50] [main/INFO]: Compatibility level set to JAVA_17
[17:12:51] [main/INFO]: Launching target 'forgeclient' with arguments [--version, forge-47.3.10, --gameDir, C:\Users\imthe\curseforge\minecraft\Instances\SpotsyltuckyPack, --assetsDir, C:\Users\imthe\curseforge\minecraft\Install\assets, --uuid, 22726749441b44ac97f051a3eda4fe27, --username, ZanderOfficial, --assetIndex, 5, --accessToken, ????????, --clientId, Y2I4OTkxNmMtNmFlMy00YTkwLWIyY2MtYjUzNzM2MzZmNzdh, --xuid, 2535444165020777, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\imthe\curseforge\minecraft\Install\quickPlay\java\1739398348114.json]
[17:12:51] [main/INFO]: Loaded configuration file for Xenon: 346 options available, 3 override(s) found
[17:12:51] [main/INFO]: Searching for graphics cards...
[17:12:51] [main/INFO]: Found graphics card: GraphicsAdapterInfo[vendor=UNKNOWN, name=Virtual Desktop Monitor, version=DriverVersion=13.50.53.699]
[17:12:51] [main/INFO]: Found graphics card: GraphicsAdapterInfo[vendor=NVIDIA, name=NVIDIA GeForce RTX 4060 Ti, version=DriverVersion=32.0.15.7216]
[17:12:51] [main/WARN]: Embeddium has applied one or more workarounds to prevent crashes or other issues on your system: [NVIDIA_THREADED_OPTIMIZATIONS]
[17:12:51] [main/WARN]: This is not necessarily an issue, but it may result in certain features or optimizations being disabled. You can sometimes fix these issues by upgrading your graphics driver.
[17:12:51] [main/WARN]: Reference map 'createdeco-forge-refmap.json' for createdeco.mixins.json could not be read. If this is a development environment you can ignore this message
[17:12:51] [main/INFO]: Loaded configuration file for ModernFix 5.20.0+mc1.20.1: 86 options available, 1 override(s) found
[17:12:51] [main/WARN]: Option 'mixin.feature.warn_missing_perf_mods' overriden (by user configuration) to 'false'
[17:12:51] [main/INFO]: Applying Nashorn fix
